,blockNumber,timestamp_iso8601,timestamp_unixtime,borrower,borrowAmount,accountBorrows,totalBorrows
0,12443394,2021-05-16T04:34:08Z,1621139648,0x88eb1ab11dc5e3e6e67c84f4ec5ba30e16d9b238,30000000000000000000,80000043175142522730,87349227848592036120339
0,12443366,2021-05-16T04:29:38Z,1621139378,0x88eb1ab11dc5e3e6e67c84f4ec5ba30e16d9b238,50000000000000000000,50000000000000000000,87319152448254997637610
0,12442061,2021-05-15T23:43:02Z,1621122182,0xc871095098488c17ae14cb898d46da631ad84b59,3000000000000000000,3000000000000000000,87265639411325678501853
0,12440550,2021-05-15T18:11:30Z,1621102290,0xc6e963fe6d866a81072c425c4c53f60cffe09651,111715723148941340000,111715723148941340000,87258572675874095659122
0,12439857,2021-05-15T15:45:02Z,1621093502,0x29eb15197a57380725f5a7dd17a4519d3a09ec67,2000000000000000000,2000000000000000000,87144995525367437773505
0,12439718,2021-05-15T15:17:00Z,1621091820,0x334a9700e5354e8250ff4ff8b4cb1ce48480fd7b,196194876258698770000,604933791127481687170,87142622179556982438284
0,12439657,2021-05-15T15:03:59Z,1621091039,0x334a9700e5354e8250ff4ff8b4cb1ce48480fd7b,408738147255855040000,408738147255855040000,86946264017642812812896
0,12430466,2021-05-14T04:49:25Z,1620967765,0x3ddfa8ec3052539b6c9549f12cea2c295cff5296,860000000000000000000,29863003757606599662184,90748208684231149044675
0,12429401,2021-05-14T00:43:25Z,1620953005,0x64766a072821dd9812da18c917f421edf9003ec2,9000000000000000000,9000000000000000000,89955207430423583675652
0,12429314,2021-05-14T00:26:15Z,1620951975,0xa310020cdc20ac9a152ed28c6b30f7c9c1ab789f,70000000000000000000,70000000000000000000,89945962544438846830788
0,12427169,2021-05-13T16:42:01Z,1620924121,0xa1de2815f9cbc8e1195710828d635e008a53cb0e,17000000000000000000,20017764572457581805,89869933771610365331466
0,12427167,2021-05-13T16:41:48Z,1620924108,0x3ddfa8ec3052539b6c9549f12cea2c295cff5296,4000000000000000000000,29000009846126998801949,89852928153271694214954
0,12427154,2021-05-13T16:39:12Z,1620923952,0x3ddfa8ec3052539b6c9549f12cea2c295cff5296,25000000000000000000000,25000000000000000000000,85852894340531658471802
0,12426406,2021-05-13T13:55:09Z,1620914109,0x996e90d4d81a8677cf95cb987a5eb0d2ade3aca5,4000000000000000000,6000006903072087200,85854002474207772409766
0,12426288,2021-05-13T13:30:01Z,1620912601,0x996e90d4d81a8677cf95cb987a5eb0d2ade3aca5,2000000000000000000,2000000000000000000,85849706160852625654545
0,12426228,2021-05-13T13:17:04Z,1620911824,0x4c6ab26af01b63b0c421f569c569d65bbb2b3a97,250000000000000000000,2506051623914479584231,85847555489005585006565
0,12426043,2021-05-13T12:31:18Z,1620909078,0x00858982166a1d9ba05ffe832a0693c6f610e0be,92698271055310515977,9909586168317122532899,85597093026280093128863
0,12425681,2021-05-13T11:09:18Z,1620904158,0x00858982166a1d9ba05ffe832a0693c6f610e0be,658581867889168533908,8609108535420528594084,90742928710690178960880
0,12213643,2021-04-10T17:54:30Z,1618077270,0xa1de2815f9cbc8e1195710828d635e008a53cb0e,3000000000000000000,3000000000000000000,90749593008621333410223
0,12212150,2021-04-10T12:28:28Z,1618057708,0x00858982166a1d9ba05ffe832a0693c6f610e0be,2106131412746683352920,3352604871273571582534,90742970682401124904830
0,12171754,2021-04-04T07:25:39Z,1617521139,0x694318eea1d07c021e4db7b0a9709c8fd0e150fc,341289936341496000,341289936341496000,90748742002164916660496
0,12171371,2021-04-04T06:04:13Z,1617516253,0x4c0e1f1c80090b6749f757262c267246aa3ace64,10000000000000000000,30147601469281945052,90747475110347705251666
0,12169073,2021-04-03T21:37:44Z,1617485864,0x8c7f328d186f82a8d89a732329b3319674bb89a6,4000000000000000000,4000000000000000000,90747525439140214821815
0,12168844,2021-04-03T20:44:41Z,1617482681,0x00858982166a1d9ba05ffe832a0693c6f610e0be,672246950971736122446,1245028702798580135830,90742970477461821482122
0,11970444,2021-03-04T07:26:20Z,1614842780,0x8f6e338a169dbf8d626fe42cc7f0555190e592be,4000000000000000000,4000000000000000000,90749675795432135813883
0,11967962,2021-03-03T22:23:55Z,1614810235,0x4c0e1f1c80090b6749f757262c267246aa3ace64,20000000000000000000,20000000000000000000,90746982881072431829448
0,11967408,2021-03-03T20:16:17Z,1614802577,0x5443b2f07dc0af2c6629fb2853365a6f1f6e51ff,3000000000000000000,8000031985953750782,90725057234602879242804
0,11967241,2021-03-03T19:37:23Z,1614800243,0x5443b2f07dc0af2c6629fb2853365a6f1f6e51ff,5000000000000000000,5000000000000000000,90721476872010192893944
0,11967023,2021-03-03T18:44:58Z,1614797098,0x00858982166a1d9ba05ffe832a0693c6f610e0be,568603468611659884193,568603468611659884193,90715719585588464397100
0,11966531,2021-03-03T16:56:14Z,1614790574,0x1e5197fa1a3cb4d70b56f0ad762e09c36506b8cd,600000000000000000000,600000000000000000000,90745419073626231694554
0,11856894,2021-02-14T20:06:29Z,1613333189,0x5fd45599b5ad89c9bf0f29f82d079688318a2f4d,2500000000000000000,2500000000000000000,90749995027492119705119
0,11856113,2021-02-14T17:16:41Z,1613323001,0xee2826453a4fd5afeb7ceffeef3ffa2320081268,5850000000000000000000,11711164451846736718517,90744652712210540525932
0,11854083,2021-02-14T09:46:58Z,1613296018,0x4c6ab26af01b63b0c421f569c569d65bbb2b3a97,128000000000000000000,2213771637060479579835,90749686272844693216767
0,11853977,2021-02-14T09:22:10Z,1613294530,0xd8e7bb4e30828ef42b38413cc00cf69be190ee7c,36000000000000000000,100285699382924017037,90621300271792976737859
0,11842894,2021-02-12T16:28:12Z,1613147292,0xbbbc35dfac3a00a03a8fde3540eca4f0e15c5e64,480000000000000000000,834559523960867929613,90749717050017313049101
0,11842336,2021-02-12T14:21:02Z,1613139662,0xa250ca4bd8e900493c45779ced75f0b86306dadb,90000000000000000000,90000000000000000000,90267704640608705671685
0,11841075,2021-02-12T09:48:19Z,1613123299,0x015b9ff5766dcc1ecbeee087d0d2c2c5682cdbf8,200000000000000000000,200000000000000000000,90180706216638406860940
0,11840329,2021-02-12T06:59:06Z,1613113146,0x4c6ab26af01b63b0c421f569c569d65bbb2b3a97,300000000000000000000,2084620838929017990491,89978031440149050983171
0,11831925,2021-02-11T00:00:54Z,1613001654,0x57ca561798413a20508b6bc997481e784f3e6e5f,4500000000000000000000,12813663685432134440845,90666889426431838968900
0,11830793,2021-02-10T19:58:41Z,1612987121,0x4c6ab26af01b63b0c421f569c569d65bbb2b3a97,200000000000000000000,1783936795848248650514,86163041622286148818261
0,11830515,2021-02-10T18:54:30Z,1612983270,0x41fa28ca6d17aef97d641aa230e57243b10afcd4,120000000000000000000,130015998623686194115,85962099984991776408909
0,11804075,2021-02-06T17:21:57Z,1612632117,0xbbbc35dfac3a00a03a8fde3540eca4f0e15c5e64,354000000000000000000,354000000000000000000,90749360177199928918964
0,11803758,2021-02-06T16:08:48Z,1612627728,0xab77f7adb38b3de5ed3a9fb4eda5e0acb462fc1a,315000000000000000000,315000000000000000000,90709198757470909684554
0,11801025,2021-02-06T06:01:17Z,1612591277,0x4deb3edd991cfd2fcdaa6dcfe5f1743f6e7d16a6,85000000000000000000,12111763641755038604074,90746470111798188657717
0,11800014,2021-02-06T02:27:08Z,1612578428,0x4deb3edd991cfd2fcdaa6dcfe5f1743f6e7d16a6,700000000000000000000,12026275044514143919530,90659786839272848777678
0,11794905,2021-02-05T07:22:33Z,1612509753,0x9c87f98348158e43bd3257dfd00c08640263ee01,2834328196834086993,7526932043219094481,90661713883522494462242
0,11794886,2021-02-05T07:18:48Z,1612509528,0x9c87f98348158e43bd3257dfd00c08640263ee01,4692600209647027864,4692600209647027864,90658809295273616276096
0,11794313,2021-02-05T05:17:25Z,1612502245,0xa7317d49e7be8f40673a927b45b3a0303552a360,1000000000000000000000,1000000000000000000000,90651997965728231006067
0,11792339,2021-02-04T21:50:01Z,1612475401,0x39bde2f9254cfef7d0487a27e107ef6c1685e44c,100000000000000000000,100000000000000000000,90473256654485327480088
0,11792051,2021-02-04T20:44:54Z,1612471494,0xdbb923d4be051335180c98778a82283c025ac60f,25000000000000000000,176225929106578968003,90372158171398362469287
0,11791434,2021-02-04T18:33:45Z,1612463625,0x41fa28ca6d17aef97d641aa230e57243b10afcd4,10000000000000000000,10000000000000000000,90747799118714398541319
0,11791061,2021-02-04T17:05:53Z,1612458353,0xee2826453a4fd5afeb7ceffeef3ffa2320081268,1760000000000000000000,11691317193499958605961,90742542352770566993524
0,11790477,2021-02-04T15:04:38Z,1612451078,0x8fbce39ab5f2664506d6c3e3cd39f8a419784f62,15000000000000000000,15000000000000000000,89328979229792969011431
0,11790292,2021-02-04T14:22:03Z,1612448523,0x0524fe637b77a6f5f0b3a024f7fd9fe1e688a291,200000000000000000000,720516574674496860119,89313295608474504601302
0,11783575,2021-02-03T13:28:42Z,1612358922,0x12aeaa309995ae134d7b610256f9d269b9b40e69,30000000000000000000,30000000000000000000,90742123937413889274835
0,11782876,2021-02-03T10:57:48Z,1612349868,0x1ce99932fd278e00911814dc4bd403e1293d8ed2,2000000000000000000,2000000000000000000,90709474021200772769353
0,11781584,2021-02-03T06:08:05Z,1612332485,0x57ca561798413a20508b6bc997481e784f3e6e5f,1250000000000000000000,8296511741888835693970,90702575606508587239004
0,11770443,2021-02-01T12:58:02Z,1612184282,0xee2826453a4fd5afeb7ceffeef3ffa2320081268,5304000000000000000000,9922534061690925605922,90749560444086515415194
0,11770234,2021-02-01T12:09:56Z,1612181396,0x12a0cb5872d3de2495a6419d1c7c1fa174a1fb6d,20000000000000000000,20000000000000000000,85444730426916409690938
0,11769873,2021-02-01T10:51:32Z,1612176692,0x0524fe637b77a6f5f0b3a024f7fd9fe1e688a291,150000000000000000000,520059007256158001724,85423292958659836965444
0,11768795,2021-02-01T06:46:33Z,1612161993,0x8888a1cdbf7c9e60129e87954ed574183b045443,655000000000000000000,655000000000000000000,90266768431250040119093
0,11767880,2021-02-01T03:13:27Z,1612149207,0xb203df26af3666f4214661f7f903c46edf9403b0,9845106366617534000,9845106366617534000,90103869396531926010545
0,11767755,2021-02-01T02:48:40Z,1612147720,0x0524fe637b77a6f5f0b3a024f7fd9fe1e688a291,100000000000000000000,370021505799691969407,90093482082751798579622
0,11767735,2021-02-01T02:44:05Z,1612147445,0x0524fe637b77a6f5f0b3a024f7fd9fe1e688a291,100000000000000000000,270021245927246649322,89993395471775452596952
0,11765634,2021-01-31T19:12:50Z,1612120370,0x0524fe637b77a6f5f0b3a024f7fd9fe1e688a291,50000000000000000000,170003885895216321492,90745605893425419962607
0,11765425,2021-01-31T18:28:51Z,1612117731,0x0524fe637b77a6f5f0b3a024f7fd9fe1e688a291,100000000000000000000,120002663219283870612,90700571056276027412456
0,11762710,2021-01-31T08:33:38Z,1612082018,0x0524fe637b77a6f5f0b3a024f7fd9fe1e688a291,20000000000000000000,20000000000000000000,90749580807073689506044
0,11761417,2021-01-31T03:52:28Z,1612065148,0x9645c7802344a641eb8d33c5577d6c167d61ec82,10000000000000000000,10000000000000000000,90723875822218569788515
0,11761373,2021-01-31T03:42:36Z,1612064556,0xd8e7bb4e30828ef42b38413cc00cf69be190ee7c,38000000000000000000,64036733269928526042,90713689981527309589287
