,owner,spender,amount,blockHash,blockNumber,contractAddress,cumulativeGasUsed,from,gasUsed,logsBloom,status,to,transactionHash,transactionIndex,type
0,0x79206B9EE1b48Ad2eE925aC0f119A4DE93509F97,0x003926B0Ad089b9f0473938b29B7D4a84Da9328c,115792089237316195423570985008687907853269984665640564039457584007913129639935,"b'\x0f\xa4\xbb\'\xcf\x9b8)J8\xceq{\n\xd9\x0eo\x1et\xaeDf\x0cb\x9c\x14\xaa$\xb9\xeb\x99""'",12639087,,13617897,0x79206B9EE1b48Ad2eE925aC0f119A4DE93509F97,52416,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x02\x00\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x01\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,b'\x06\xd7\xe9\t\x16c\xd4\xf9\xb3p\rv\x040\xf7\x02\xa5X\xd5Q \xdb\x94J\xa9\x83\xd0\x97d\xd9k\xda',126,0x0
