,borrower,borrowAmount,accountBorrows,totalBorrows,blockHash,blockNumber,contractAddress,cumulativeGasUsed,from,gasUsed,logsBloom,status,to,transactionHash,transactionIndex,type
0,0x21C30d17D9e61Ce139DFd2A3d167C5752246b938,380000000000000000000,1013110376931453838827,76811233576462401295903,b'\xa9<a\xc4YN\xea\xd1\xab\x03\xc0\xe0D;\xc9\x87\x1c\xe4F\x10g_\xa4\x94\xe2:}\x96g\x8dA\x8d',12466383,,14207356,0x21C30d17D9e61Ce139DFd2A3d167C5752246b938,587621,b'@\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x10@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x02\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00@\x00\x00 \x00\x00\x80',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,b'\x92!$\xb0yX}\xe6\x10\xd8\xf3\xd4\xfa\x87\xfcNqL\xf9\xf9\xae\xfcc\xd7J\xa0\xe5\xaf\xa2\x84\x84t',173,0x0
0,0x21C30d17D9e61Ce139DFd2A3d167C5752246b938,450000000000000000000,633102652034817518438,76430301000720985542076,b'E\x05\xdcy\xb7\xb4\xe2\xfdB3.\xc8d\xb7\x9c\xb0e\x97/\x99\xc24\xefW\xeam\x0e{\xa9\xbei\xf1',12465933,,8603931,0x21C30d17D9e61Ce139DFd2A3d167C5752246b938,587621,b'@\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x10@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x02\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00@\x00\x00 \x00\x00\x80',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,b'p \xde\xf8\xd0b\xff\x16\x01\xf5\xe0\xde\xed/\xfa\xba\xfc\xa2x+\x00t\x92\x19\\\xcb\xfe?\xeao\xc6\x8a',94,0x0
0,0x41fA28CA6d17AeF97D641AA230e57243b10AFcD4,138901638195698500000,571690123129319191186,75980268136612394770686,b'\x1e\x13\xa7\xa7M\xdd\x1em\x89\xf1nK\x81\xa4ulK\xf0\xfa\xectTg@$\xd7 \xc9\x86\xe0\x94\xea',12465917,,4947568,0x41fA28CA6d17AeF97D641AA230e57243b10AFcD4,585822,b'@\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x10@\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00 \x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x02\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,"b'\xf9\x101\xef>\x1d\xf5\\SZZR\x82u\x8c\xc2:\xb0\x81""L\xf50C(\x14dQ\x11\x00\x9co'",62,0x0
0,0x41fA28CA6d17AeF97D641AA230e57243b10AFcD4,300000000000000000000,432788321331223558765,75841337828916945456452,"b'\x84\x9ew;`W\x82\xedW\xb6w\x11\x1e\xca\x9f\xfd\x1b,w\xbd\x1f\x81+\xbb\x19=o\xf0\t1/w'",12465903,,4783801,0x41fA28CA6d17AeF97D641AA230e57243b10AFcD4,619998,b'@\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x10@\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00 \x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x02\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,b'B\x06o\xc2D\xae\xaa\xc4\xe73\x8c\x17V\x7f\xb1\xf7h\xa1\xc6\xfc\x14\xe8\xc5y\xe7>\xc5\xcf\x89kM\xba',48,0x0
0,0x21C30d17D9e61Ce139DFd2A3d167C5752246b938,183000000000000000000,183000000000000000000,90749491862483294315319,"b'wi\xf9\xa4\xbb\x11}u\xc8\x84\x8f\xc1z*\xa5\xcc\x91\xcc_<`\xf1,G\x8e8W\x8f\xd2O\x00h'",12447784,,9803324,0x21C30d17D9e61Ce139DFd2A3d167C5752246b938,616921,b'@\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x10@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x02\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00@\x00\x00 \x00\x00\x80',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,b'p\xf8\xde\x13\xb0\x028tT\xc7\x18\x06\x03\xe1>\xed\x91\xb9\xe8\xc5\xacH\xb3\x83So\xa5\xdfX\xb8\xd9\r',167,0x0
0,0x64766A072821dd9812dA18C917F421edf9003eC2,6000000000000000000,15004690100000328234,90561436978724996135484,b'\xcf\xc7\x82Q\x9d\t6\xa6\xa1g\x8f\xd4\x90\x1aQ8\xf0\xaf%\xb8p\x83\x0b\xf6\xe3\x19q/A\xee \xb1',12446017,,11218917,0x64766A072821dd9812dA18C917F421edf9003eC2,274167,b'@\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x10@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x02\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x80\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,b'\xfeJ\x13\xf7\xc0\xc78#i\xf1\xbb\n\xacPE\x01!\x12\xe1\xa1\xa96B\xd1\xa1bl\xb5uN\xf1\x92',171,0x0
0,0x3DdfA8eC3052539b6C9549F12cEA2C295cfF5296,2500000000000000000000,32376584505119174508031,90552452794061888181811,b'\x10j\xdenH\xf9\x10i\x83\x7f\x9a\xa7\xa6\x8f\x9e\xc39\xfa\x16\xa2\x8f\x11\xfe\\\x87(\xb9\xd4\xa5_\xb1\x1b',12444974,,4679655,0x3DdfA8eC3052539b6C9549F12cEA2C295cfF5296,310009,b'@\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x10D\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x82\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x04\x02\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,"b'\xc6\xd7T\xee\t\xd1D\xaa\x80\x04\x88\xd9o\x97s"")Q\x01+\\\x95\x1d\xb8)\x15.k\x10\xc9e\xf6'",99,0x0
0,0xFE1679F48012F2112d04AfD08efA41D032e4e742,15000000000000000000,15000000000000000000,88051279785107992057418,b'c\xc8a\xd3O\xb7lj\xfb\xe8\xd8>75\x02\xe4\xd4\x17\xa1\xa8l\x92\t\xd3\xb7\xf8\x1e\xef\x01u\x89\x8f',12444544,,13858901,0xFE1679F48012F2112d04AfD08efA41D032e4e742,350312,b'\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x01\x00\x00\x01\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x06\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00@\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x02\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,"b'\xc3\xb6C\xd9\xfc\xfe\x12\xacq\x04\x14\xfb\x04,\xf6\x97\xc1*\xff\xbeX\x8fX\x8f\xebp\x10#\x17,l@'",200,0x0
0,0xce2d9000D60cb03f6008446b12d4BcB91e2756Bb,79759422897357700000,592106820925983887527,88035374289019861756090,b'\xff]\x92\xd7(\x89\x96\xfa\xea%\xd9\x90\x8c\\\x92\xbe\xba\xe1\xe6\x99j\x83\xe3\xe6A\xe6\xc9W0Db\xa4',12444212,,9154328,0xce2d9000D60cb03f6008446b12d4BcB91e2756Bb,341838,b'@\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x10@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x02\x00\x00@\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,b'`[Ih\x12\x07[\xc3\xc3g\xa6\x03m\xab-Y\x08\xdb\x88B\xae\xcf\xdc\x8f\xa3\xf2\x1e\xcdj\x93\x95[',150,0x0
0,0xce2d9000D60cb03f6008446b12d4BcB91e2756Bb,166166373032568630000,512346557174307783987,87955470515123801510069,b'V\xd5\xab\x84N\xa3\x82\x8e \x0f\xa4\x01\x85\x1c\x0e\xf9k\x8c @\x8c~\xff71{\xc9\xbcl\x93\xb9\xfb',12444159,,9661964,0xce2d9000D60cb03f6008446b12d4BcB91e2756Bb,341838,b'@\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x10@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x02\x00\x00@\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,"b'\rx\xa1\xf9\x12\x1e\x98\xb0?X\xb5\xb6\x14\xe5\xa3\x1d""T_\x99\xc1*f\xa1~O\xe9\xeb\xb7\x96\xb2\x93'",146,0x0
0,0xce2d9000D60cb03f6008446b12d4BcB91e2756Bb,346180012778799550000,346180012778799550000,87789260685435096111033,"b'\x0bH\\\n\xf3c&\x05\xae~\xb7M\x8c\xd1U\xb3\x8ag,\xddC\xd7/\x02\x99\xdc\x83\xc7l\x1a\rm'",12444143,,8129330,0xce2d9000D60cb03f6008446b12d4BcB91e2756Bb,376976,b'\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00@\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,b'\xe6@T0\xffG\x1a\x94\xdel\xb3c{\x19\xebsk\xbcI_\xd2\x0f\xd0\xd1t\x94\xa7\xa1\xe6\x19!\xee',82,0x0
0,0x88Eb1Ab11DC5E3e6e67c84F4EC5Ba30e16D9B238,10152904353999773000,171835257315164380422,87442694764466917239034,b'\xfa[N\xd1\x19\x8e\xb1O\xea\t\xc1\x026\xe9\xcc\xa5\xde\xfa}\xe9\x97\x1c\x15\x83\x19\xedM\xdb\xfa\xfaa\xdd',12444000,,12540309,0x88Eb1Ab11DC5E3e6e67c84F4EC5Ba30e16D9B238,378835,b'@\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x10@\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x02\x00\x00\x00\x08\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x02\x00\x00\x00\x00\x00\x00@\x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00 \x00\x00\x00\x00\x02\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x10\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x80\x00\x00\x00 \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',1,0x70e36f6BF80a52b3B46b3aF8e106CC0ed743E8e4,b'Hx\xcb9\xb7\xc8\x82e\xcf3\x04\xe0\xe3\xc0e|?\xb0l\x1c\xba\xefxAGp\xcf\xd5\n\xf5\x82\x02',114,0x0
